FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,AM1,AM2,AM3,AM4,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP,final1,final2
0,0.2962962962962963,0.21518987341772156,0.2465753424657534,0.2608695652173913,1.4375,1.4375,1,3,3,1,3,0,1,3,0,0,0,0,0,0,0,0,0.375,-0.0625,0.0,-0.25,-15.0,1.0,0.0
0,0.12345679012345677,0.3164556962025317,0.3287671232876712,0.17391304347826084,0.75,1.625,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,-0.875,0.8125,-0.875,0.25,0.0,1.0,0.0
0,0.41975308641975306,0.18987341772151897,0.1780821917808219,0.3043478260869565,2.25,0.8125,1,3,0,3,0,0,1,1,0,0,0,0,0,0,1,0,1.3125,-0.375,1.4375,0.5,-18.0,1.0,0.0
1,0.2222222222222222,0.21518987341772156,0.3150684931506849,0.2898550724637681,0.875,1.125,0,1,0,3,3,1,1,1,0,0,0,0,0,0,0,0,-0.3125,-0.1875,-0.25,-0.0625,7.0,0.0,1.0
1,0.1851851851851852,0.4050632911392405,0.3561643835616438,0.2028985507246377,0.625,2.0625,1,1,1,0,3,3,3,3,0,0,0,0,0,0,0,0,-0.6875,1.125,-1.4375,-0.75,13.0,0.0,1.0
1,0.16049382716049382,0.3291139240506329,0.3150684931506849,0.2608695652173913,0.9375,1.6875,0,1,0,0,3,3,3,1,0,0,0,0,0,0,0,0,-0.625,0.5,-0.75,-0.375,-4.0,0.0,1.0
0,0.1728395061728395,0.12658227848101267,0.273972602739726,0.2753623188405797,0.875,1.1875,0,1,1,1,3,3,0,0,0,0,1,0,0,0,0,0,-0.375,-0.5625,-0.3125,-0.5,12.0,1.0,0.0
0,0.32098765432098764,0.2405063291139241,0.2328767123287671,0.2753623188405797,1.75,1.3125,3,3,3,3,0,3,3,1,1,1,0,0,0,0,0,0,0.5625,0.0,0.4375,0.5,-5.0,1.0,0.0
1,0.2469135802469136,0.2278481012658228,0.2328767123287671,0.3043478260869565,1.375,1.3125,1,3,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0.1875,-0.1875,0.0625,0.0,14.0,0.0,1.0
0,0.2962962962962963,0.20253164556962025,0.3150684931506849,0.39130434782608703,1.125,0.875,1,0,1,3,3,1,3,1,0,0,0,0,0,0,0,0,0.0625,-0.6875,0.25,-0.125,-10.0,1.0,0.0
1,0.12345679012345677,0.3670886075949367,0.273972602739726,0.2463768115942029,1.1176470588235294,1.8235294117647056,1,3,3,0,3,3,3,3,0,0,0,0,1,1,0,0,-0.5882352941176471,0.7058823529411765,-0.7058823529411765,-0.4117647058823529,4.0,0.0,1.0
1,0.1851851851851852,0.26582278481012656,0.3150684931506849,0.2753623188405797,0.7647058823529411,1.2941176470588236,1,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,-0.4705882352941176,0.1176470588235294,-0.5294117647058824,-0.1176470588235294,1.0,0.0,1.0
0,0.4074074074074074,0.2405063291139241,0.1917808219178082,0.3478260869565217,2.117647058823529,0.8823529411764706,3,3,3,3,0,0,1,0,1,1,0,0,0,0,0,0,1.1176470588235294,-0.29411764705882354,1.2352941176470589,0.5294117647058824,-13.0,1.0,0.0
0,0.20987654320987653,0.18987341772151897,0.410958904109589,0.2898550724637681,0.8235294117647058,1.0,1,3,1,3,3,0,1,1,0,0,0,0,0,0,1,0,-0.7647058823529411,-0.29411764705882354,-0.17647058823529413,0.1176470588235294,0.0,1.0,0.0
0,0.308641975308642,0.34177215189873417,0.1780821917808219,0.3478260869565217,1.5294117647058822,1.2352941176470589,1,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0.7058823529411765,0.17647058823529413,0.29411764705882354,-0.35294117647058826,10.0,1.0,0.0
0,0.2469135802469136,0.13924050632911392,0.3013698630136986,0.3478260869565217,1.4117647058823528,0.8823529411764706,3,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,-0.1176470588235294,-0.7647058823529411,0.5294117647058824,0.1176470588235294,-14.0,1.0,0.0
0,0.3333333333333333,0.18987341772151897,0.2602739726027397,0.39130434782608703,1.6470588235294117,0.5882352941176471,0,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0.4705882352941176,-0.7058823529411765,1.0588235294117647,0.5294117647058824,-1.0,1.0,0.0
1,0.2345679012345679,0.35443037974683544,0.3013698630136986,0.2753623188405797,1.2352941176470589,1.5294117647058822,1,0,3,3,3,1,3,3,0,0,0,0,0,0,0,0,-0.17647058823529413,0.5294117647058824,-0.29411764705882354,-0.1176470588235294,4.0,0.0,1.0
1,0.2222222222222222,0.17721518987341772,0.3013698630136986,0.3478260869565217,1.3529411764705883,0.9411764705882352,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.2352941176470588,-0.5882352941176471,0.4117647058823529,0.17647058823529413,5.0,0.0,1.0
1,0.2222222222222222,0.4556962025316456,0.2876712328767123,0.18840579710144928,1.1176470588235294,2.294117647058824,0,3,1,1,3,1,3,0,0,0,1,0,0,0,0,0,-0.17647058823529413,1.3529411764705883,-1.1764705882352942,-0.35294117647058826,10.0,0.0,1.0
0,0.3703703703703704,0.2531645569620253,0.2876712328767123,0.463768115942029,1.5,0.9444444444444444,0,3,1,3,3,1,3,1,0,0,0,0,0,0,0,0,0.5,-0.6666666666666666,0.5555555555555556,0.05555555555555555,-15.0,1.0,0.0
1,0.14814814814814814,0.26582278481012656,0.3561643835616438,0.3478260869565217,0.8333333333333334,1.2222222222222223,1,3,1,0,0,1,0,3,0,0,0,0,0,0,0,0,-0.7777777777777778,-0.16666666666666666,-0.3888888888888889,-0.16666666666666666,11.0,0.0,1.0
0,0.4691358024691358,0.3670886075949367,0.1780821917808219,0.2753623188405797,2.333333333333333,1.7222222222222223,3,3,1,3,3,0,3,3,0,0,0,0,1,0,0,0,1.3888888888888888,0.5555555555555556,0.6111111111111112,-0.16666666666666666,-16.0,1.0,0.0
1,0.2345679012345679,0.35443037974683544,0.3698630136986301,0.18840579710144928,0.8333333333333334,1.6111111111111112,1,0,0,1,3,1,1,1,0,0,0,0,0,0,1,0,-0.4444444444444444,0.8333333333333334,-0.7777777777777778,0.0,0.0,0.0,1.0
1,0.3333333333333333,0.2278481012658228,0.3698630136986301,0.3333333333333333,1.1666666666666667,1.0555555555555556,1,3,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0.0,-0.2777777777777778,0.1111111111111111,0.0,-3.0,0.0,1.0
1,0.1851851851851852,0.27848101265822783,0.3972602739726027,0.3333333333333333,0.5555555555555556,1.5,1,1,1,1,3,3,0,1,0,0,1,1,0,0,0,0,-0.7777777777777778,-0.05555555555555555,-0.9444444444444444,-0.5555555555555556,14.0,0.0,1.0
0,0.3703703703703704,0.2278481012658228,0.2465753424657534,0.3333333333333333,1.7777777777777777,1.2777777777777777,0,3,3,3,1,1,3,0,1,0,0,0,0,0,0,0,0.6666666666666666,-0.2777777777777778,0.5,0.5,-16.0,1.0,0.0
1,0.1851851851851852,0.18987341772151897,0.3287671232876712,0.3478260869565217,1.0555555555555556,0.7222222222222222,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.5,-0.5,0.3333333333333333,0.2222222222222222,-6.0,0.0,1.0
0,0.2716049382716049,0.13924050632911392,0.2602739726027397,0.3043478260869565,1.3888888888888888,1.1111111111111112,3,1,1,3,0,1,3,3,0,0,0,0,0,0,0,0,0.16666666666666666,-0.5555555555555556,0.2777777777777778,-0.05555555555555555,12.0,1.0,0.0
1,0.20987654320987653,0.4556962025316456,0.3150684931506849,0.2028985507246377,0.9444444444444444,2.1666666666666665,1,3,0,1,3,3,3,3,0,0,0,0,1,1,0,0,-0.3333333333333333,1.2222222222222223,-1.2222222222222223,-0.6111111111111112,13.0,0.0,1.0
1,0.13580246913580246,0.20253164556962025,0.3013698630136986,0.39130434782608703,1.0526315789473684,1.0,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,-0.5789473684210527,-0.5789473684210527,0.05263157894736842,0.10526315789473684,-7.0,0.0,1.0
1,0.2222222222222222,0.20253164556962025,0.3424657534246575,0.4492753623188406,0.8421052631578947,0.5263157894736842,3,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,-0.3684210526315789,-0.7894736842105263,0.3157894736842105,0.2631578947368421,1.0,0.0,1.0
1,0.4814814814814815,0.1518987341772152,0.2054794520547945,0.39130434782608703,2.2105263157894743,0.7894736842105263,3,3,3,3,1,1,3,1,1,1,0,0,0,0,0,0,1.263157894736842,-0.7894736842105263,1.4210526315789471,0.5789473684210527,-13.0,0.0,1.0
0,0.2345679012345679,0.34177215189873417,0.3561643835616438,0.4057971014492754,1.2105263157894737,1.1052631578947372,1,1,1,3,1,1,3,1,0,0,0,0,0,0,0,0,-0.3684210526315789,-0.05263157894736842,0.10526315789473684,0.0,10.0,1.0,0.0
1,0.25925925925925924,0.2531645569620253,0.4657534246575342,0.43478260869565216,0.8947368421052632,0.7894736842105263,1,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,-0.6842105263157895,-0.5263157894736842,0.10526315789473684,0.21052631578947367,0.0,0.0,1.0
1,0.382716049382716,0.5063291139240507,0.1917808219178082,0.18840579710144928,1.6842105263157894,2.3684210526315788,3,3,1,1,3,3,3,1,0,0,1,0,0,0,0,0,0.8947368421052632,1.4210526315789471,-0.6842105263157895,-0.3157894736842105,17.0,0.0,1.0
0,0.2345679012345679,0.2278481012658228,0.3150684931506849,0.37681159420289856,1.1578947368421053,0.8947368421052632,3,1,0,3,1,1,3,0,0,0,0,0,0,0,0,0,-0.21052631578947367,-0.42105263157894735,0.2631578947368421,0.15789473684210525,-7.0,1.0,0.0
1,0.2962962962962963,0.4177215189873418,0.3287671232876712,0.2753623188405797,1.5789473684210529,1.8421052631578947,3,3,3,0,3,0,3,3,0,0,0,0,1,0,0,0,0.0,0.7368421052631579,-0.2631578947368421,-0.15789473684210525,2.0,0.0,1.0
1,0.3580246913580247,0.4050632911392405,0.2876712328767123,0.3188405797101449,1.631578947368421,1.5789473684210529,1,3,0,3,3,0,3,1,0,0,0,0,0,0,0,0,0.42105263157894735,0.5263157894736842,0.05263157894736842,0.0,14.0,0.0,1.0
0,0.2716049382716049,0.2911392405063291,0.3287671232876712,0.2753623188405797,1.3157894736842106,1.4736842105263157,3,0,1,0,3,3,1,1,0,0,0,0,0,0,0,0,-0.10526315789473684,0.21052631578947367,-0.15789473684210525,-0.05263157894736842,-11.0,1.0,0.0
1,0.13580246913580246,0.2531645569620253,0.3013698630136986,0.43478260869565216,1.05,0.8,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-0.55,-0.5,0.25,0.1,-12.0,0.0,1.0
0,0.2222222222222222,0.3670886075949367,0.3561643835616438,0.4492753623188406,0.8,1.05,1,3,1,1,1,1,1,3,0,0,0,0,0,0,0,0,-0.4,-0.1,-0.25,0.05,11.0,1.0,0.0
1,0.32098765432098764,0.21518987341772156,0.3424657534246575,0.4492753623188406,1.4,0.65,3,3,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0.05,-0.7,0.75,0.25,-11.0,0.0,1.0
0,0.5061728395061729,0.20253164556962025,0.2328767123287671,0.39130434782608703,2.15,1.0,0,3,3,3,0,1,3,0,1,0,0,0,0,0,0,0,1.2,-0.55,1.15,0.35,-8.0,1.0,0.0
1,0.2716049382716049,0.17721518987341772,0.3835616438356164,0.42028985507246375,1.3,0.8,3,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,-0.3,-0.75,0.5,0.1,0.0,0.0,1.0
1,0.25925925925925924,0.3037974683544304,0.4657534246575342,0.3333333333333333,0.9,1.4,0,1,3,1,1,3,3,1,0,0,0,0,0,0,0,0,-0.65,0.05,-0.5,0.05,0.0,0.0,1.0
0,0.3950617283950617,0.4303797468354431,0.2054794520547945,0.3333333333333333,1.65,1.65,0,3,3,1,3,3,0,3,0,0,0,0,0,0,0,0,0.85,0.55,0.0,-0.15,15.0,1.0,0.0
1,0.25925925925925924,0.4177215189873418,0.3150684931506849,0.2753623188405797,1.25,1.8,3,3,1,0,0,3,0,3,0,0,0,0,0,0,0,0,-0.1,0.7,-0.55,-0.05,9.0,0.0,1.0
0,0.2962962962962963,0.5189873417721519,0.3287671232876712,0.2028985507246377,1.55,2.3,0,3,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0.0,1.35,-0.75,0.05,3.0,1.0,0.0
1,0.3703703703703704,0.2278481012658228,0.3150684931506849,0.4057971014492754,1.55,0.85,1,1,3,0,1,1,1,3,0,0,0,0,0,0,0,0,0.35,-0.5,0.7,0.15,-1.0,0.0,1.0
0,0.20987654320987653,0.27848101265822783,0.4383561643835616,0.5072463768115942,0.8095238095238095,0.9047619047619048,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,-0.7142857142857143,-0.6190476190476191,-0.09523809523809523,0.0,0.0,1.0,0.0
0,0.5432098765432098,0.3164556962025317,0.2602739726027397,0.4492753623188406,2.1904761904761907,1.2857142857142858,1,0,3,3,0,3,1,1,1,0,0,0,0,0,1,0,1.1904761904761905,-0.2857142857142857,0.9047619047619048,0.2857142857142857,-17.0,1.0,0.0
0,0.2469135802469136,0.3670886075949367,0.410958904109589,0.39130434782608703,0.8095238095238095,1.619047619047619,0,0,1,1,3,0,3,3,0,0,0,0,1,0,0,0,-0.4761904761904762,0.09523809523809523,-0.8095238095238095,-0.4761904761904762,14.0,1.0,0.0
1,0.3580246913580247,0.5569620253164557,0.4520547945205479,0.2753623188405797,1.0,2.1904761904761907,1,1,1,1,3,0,3,3,0,0,0,0,1,0,0,0,-0.19047619047619047,1.1904761904761905,-1.1904761904761905,-0.4761904761904762,3.0,0.0,1.0
0,0.2345679012345679,0.13924050632911392,0.4520547945205479,0.3188405797101449,0.6666666666666666,1.0476190476190477,0,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,-0.6666666666666666,-0.5238095238095238,-0.3809523809523809,0.047619047619047616,12.0,1.0,0.0
1,0.2222222222222222,0.35443037974683544,0.410958904109589,0.39130434782608703,0.9523809523809524,1.380952380952381,1,0,1,3,0,3,3,0,0,0,0,0,0,0,0,0,-0.5714285714285714,0.047619047619047616,-0.42857142857142855,-0.14285714285714285,6.0,0.0,1.0
1,0.308641975308642,0.3924050632911392,0.3287671232876712,0.3478260869565217,1.380952380952381,1.5238095238095235,0,1,3,3,0,1,1,3,0,0,0,0,0,0,0,0,0.047619047619047616,0.3333333333333333,-0.14285714285714285,0.09523809523809523,1.0,0.0,1.0
0,0.2345679012345679,0.2531645569620253,0.3972602739726027,0.37681159420289856,0.8571428571428571,0.9047619047619048,0,1,1,1,3,1,3,1,0,0,0,0,0,0,0,0,-0.4761904761904762,-0.2857142857142857,-0.047619047619047616,-0.09523809523809523,-1.0,1.0,0.0
0,0.41975308641975306,0.27848101265822783,0.3424657534246575,0.3478260869565217,1.5714285714285714,1.238095238095238,1,3,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0.42857142857142855,-0.09523809523809523,0.3333333333333333,0.09523809523809523,-8.0,1.0,0.0
1,0.41975308641975306,0.4303797468354431,0.273972602739726,0.21739130434782608,1.761904761904762,1.7142857142857142,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0.6666666666666666,0.9047619047619048,0.047619047619047616,-0.047619047619047616,-16.0,0.0,1.0
1,0.13580246913580246,0.3670886075949367,0.3150684931506849,0.39130434782608703,1.0,1.4545454545454546,1,0,0,1,3,0,3,3,0,0,0,0,0,0,0,0,-0.5454545454545454,0.09090909090909093,-0.4545454545454545,-0.3636363636363637,-1.0,0.0,1.0
1,0.2345679012345679,0.27848101265822783,0.4520547945205479,0.4492753623188406,0.9090909090909092,0.9090909090909092,3,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,-0.6363636363636364,-0.4090909090909091,0.0,0.0,0.0,0.0,1.0
1,0.2469135802469136,0.27848101265822783,0.4520547945205479,0.39130434782608703,0.7727272727272727,1.181818181818182,3,0,3,1,1,0,3,3,0,0,0,0,0,0,0,0,-0.5909090909090909,-0.2272727272727273,-0.4090909090909091,0.0,7.0,0.0,1.0
1,0.308641975308642,0.4430379746835443,0.4520547945205479,0.21739130434782608,1.2272727272727273,1.7727272727272727,1,0,3,1,3,3,0,3,0,0,0,0,0,0,0,0,-0.3636363636363637,0.9090909090909092,-0.5454545454545454,-0.4090909090909091,0.0,0.0,1.0
1,0.2839506172839506,0.4303797468354431,0.5068493150684932,0.3043478260869565,0.8636363636363636,1.681818181818182,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,-0.6363636363636364,0.5909090909090909,-0.8181818181818182,-0.045454545454545456,16.0,0.0,1.0
1,0.32098765432098764,0.5822784810126582,0.3424657534246575,0.2753623188405797,1.3636363636363635,2.227272727272727,0,0,1,3,3,1,0,3,0,0,0,0,0,0,0,0,0.045454545454545456,1.2272727272727273,-0.8636363636363636,-0.09090909090909093,17.0,0.0,1.0
0,0.3703703703703704,0.2278481012658228,0.3972602739726027,0.4492753623188406,1.5454545454545454,0.9090909090909092,1,3,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0.045454545454545456,-0.5909090909090909,0.6363636363636364,0.2727272727272727,-9.0,1.0,0.0
1,0.5555555555555556,0.4683544303797468,0.273972602739726,0.3623188405797101,2.136363636363636,1.6363636363636365,0,3,0,3,3,1,3,3,0,0,0,0,0,0,0,0,1.1363636363636365,0.5454545454545454,0.5,0.045454545454545456,2.0,0.0,1.0
0,0.3950617283950617,0.2531645569620253,0.3424657534246575,0.39130434782608703,1.5,0.8636363636363636,0,0,1,1,1,3,1,3,0,0,0,0,0,0,0,0,0.3181818181818182,-0.3181818181818182,0.6363636363636364,-0.045454545454545456,-2.0,1.0,0.0
1,0.3703703703703704,0.2531645569620253,0.4657534246575342,0.42028985507246375,1.0,0.9545454545454546,0,1,1,1,3,0,1,1,0,0,1,0,0,0,1,0,-0.18181818181818185,-0.4090909090909091,0.045454545454545456,-0.13636363636363635,-10.0,0.0,1.0
1,0.6296296296296297,0.569620253164557,0.2602739726027397,0.3188405797101449,2.260869565217391,2.0434782608695654,3,3,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1.391304347826087,1.0,0.21739130434782608,0.08695652173913042,-4.0,0.0,1.0
1,0.308641975308642,0.37974683544303794,0.4520547945205479,0.4927536231884058,1.0,1.0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,-0.3478260869565217,-0.17391304347826084,0.0,0.2608695652173913,10.0,0.0,1.0
1,0.2469135802469136,0.3291139240506329,0.410958904109589,0.5072463768115942,0.8260869565217391,1.173913043478261,1,1,3,1,1,1,0,3,0,0,0,0,0,0,0,0,-0.43478260869565216,-0.39130434782608703,-0.3478260869565217,0.08695652173913042,1.0,0.0,1.0
0,0.382716049382716,0.4430379746835443,0.3698630136986301,0.3623188405797101,1.5217391304347827,1.5652173913043481,3,3,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0.17391304347826084,0.43478260869565216,-0.043478260869565216,0.3478260869565217,-10.0,1.0,0.0
0,0.4444444444444444,0.2531645569620253,0.2876712328767123,0.4927536231884058,1.7391304347826086,0.7391304347826086,3,1,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0.6521739130434783,-0.6086956521739131,1.0,0.043478260869565216,-16.0,1.0,0.0
0,0.2839506172839506,0.2911392405063291,0.3698630136986301,0.5652173913043478,1.2608695652173914,0.8260869565217391,3,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,-0.17391304347826084,-0.6956521739130435,0.43478260869565216,0.3478260869565217,-7.0,1.0,0.0
0,0.2345679012345679,0.26582278481012656,0.4520547945205479,0.5217391304347826,0.8695652173913043,0.8695652173913043,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,-0.6086956521739131,-0.6521739130434783,0.0,-0.17391304347826084,-5.0,1.0,0.0
1,0.2469135802469136,0.4050632911392405,0.3972602739726027,0.43478260869565216,0.9565217391304348,1.608695652173913,0,3,0,1,3,1,3,0,0,0,0,0,0,0,0,0,-0.39130434782608703,0.08695652173913042,-0.6521739130434783,-0.21739130434782608,14.0,0.0,1.0
0,0.4814814814814815,0.13924050632911392,0.3424657534246575,0.3623188405797101,1.6956521739130437,0.9565217391304348,3,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0.6086956521739131,-0.6086956521739131,0.7391304347826086,0.43478260869565216,-3.0,1.0,0.0
1,0.4567901234567901,0.3291139240506329,0.2191780821917808,0.43478260869565216,1.826086956521739,1.3043478260869563,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0.9130434782608696,-0.17391304347826084,0.5217391304347826,0.3478260869565217,0.0,0.0,1.0
1,0.13580246913580246,0.6582278481012658,0.410958904109589,0.2898550724637681,0.9166666666666666,2.208333333333333,1,1,1,0,0,3,3,1,0,0,0,0,0,0,0,0,-0.7916666666666666,1.3333333333333333,-1.2916666666666667,-0.25,5.0,0.0,1.0
1,0.382716049382716,0.4177215189873418,0.4657534246575342,0.39130434782608703,1.0833333333333333,1.5833333333333333,3,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,-0.125,0.25,-0.5,-0.3333333333333333,1.0,0.0,1.0
1,0.25925925925925924,0.3164556962025317,0.5068493150684932,0.4927536231884058,0.7083333333333334,0.9583333333333334,1,1,3,0,1,3,3,0,0,0,0,0,0,0,0,0,-0.6666666666666666,-0.375,-0.25,-0.04166666666666666,0.0,0.0,1.0
1,0.5679012345679012,0.2531645569620253,0.3150684931506849,0.4782608695652174,2.0,0.7916666666666666,0,1,0,3,1,1,1,3,0,0,0,0,0,0,0,0,0.9583333333333334,-0.5416666666666666,1.2083333333333333,0.125,-14.0,0.0,1.0
1,0.2962962962962963,0.4683544303797468,0.5753424657534246,0.2463768115942029,0.7916666666666666,1.75,1,1,1,0,1,3,3,3,0,0,0,0,0,0,0,0,-0.75,0.8333333333333334,-0.9583333333333334,-0.3333333333333333,0.0,0.0,1.0
1,0.3333333333333333,0.26582278481012656,0.410958904109589,0.4782608695652174,1.375,0.9583333333333334,3,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,-0.125,-0.5,0.4166666666666667,0.04166666666666666,5.0,0.0,1.0
0,0.4320987654320987,0.5569620253164557,0.410958904109589,0.3623188405797101,1.6666666666666667,1.75,3,3,1,3,3,3,3,1,0,0,0,0,0,0,0,0,0.20833333333333331,0.7916666666666666,-0.08333333333333333,-0.08333333333333333,1.0,1.0,0.0
1,0.25925925925925924,0.2531645569620253,0.5205479452054794,0.463768115942029,0.8333333333333334,0.9166666666666666,1,1,3,0,1,0,3,0,0,0,0,0,0,0,0,0,-0.7083333333333334,-0.5,-0.08333333333333333,0.0,0.0,0.0,1.0
1,0.3580246913580247,0.3291139240506329,0.4794520547945205,0.4057971014492754,1.25,1.3333333333333333,3,1,1,0,3,3,1,0,0,0,0,0,0,0,0,0,-0.25,-0.08333333333333333,-0.08333333333333333,-0.125,7.0,0.0,1.0
1,0.4320987654320987,0.4936708860759494,0.3698630136986301,0.3188405797101449,1.5,1.7916666666666667,1,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.7083333333333334,-0.2916666666666667,-0.125,15.0,0.0,1.0
0,0.5555555555555556,0.26582278481012656,0.3698630136986301,0.5507246376811594,1.68,0.68,1,3,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0.72,-0.68,1.0,0.2,-15.0,1.0,0.0
0,0.25925925925925924,0.1518987341772152,0.4657534246575342,0.463768115942029,0.8,0.88,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.52,-0.8,-0.08,0.12,13.0,1.0,0.0
0,0.4074074074074074,0.4683544303797468,0.3698630136986301,0.4492753623188406,1.56,1.72,0,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0.24,0.24,-0.16,-0.04,3.0,1.0,0.0
1,0.2716049382716049,0.3037974683544304,0.4657534246575342,0.6231884057971014,0.96,0.76,0,3,1,1,1,1,1,1,0,0,1,0,0,0,0,0,-0.48,-0.76,0.2,0.12,-5.0,0.0,1.0
0,0.6666666666666666,0.3924050632911392,0.2876712328767123,0.4927536231884058,2.24,1.08,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1.32,-0.12,1.16,0.16,-7.0,1.0,0.0
1,0.32098765432098764,0.37974683544303794,0.4657534246575342,0.5217391304347826,1.04,1.24,3,1,3,3,0,3,1,1,0,0,0,0,0,0,0,0,-0.32,-0.24,-0.2,0.2,0.0,0.0,1.0
0,0.4938271604938271,0.2911392405063291,0.3150684931506849,0.5797101449275363,1.76,0.84,0,3,3,1,0,1,1,3,0,0,0,0,0,0,0,0,0.68,-0.68,0.92,0.12,-16.0,1.0,0.0
1,0.4691358024691358,0.4556962025316456,0.2328767123287671,0.4057971014492754,1.8,1.48,3,1,3,3,0,1,3,0,1,0,0,0,0,0,0,0,0.84,0.32,0.32,0.24,1.0,0.0,1.0
1,0.3333333333333333,0.5949367088607594,0.3972602739726027,0.3478260869565217,1.32,1.96,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.08,0.92,-0.64,0.08,6.0,0.0,1.0
0,0.2716049382716049,0.35443037974683544,0.4657534246575342,0.4492753623188406,0.92,1.36,0,1,0,3,0,3,1,0,0,0,0,0,0,0,0,0,-0.48,-0.12,-0.44,0.0,0.0,1.0,0.0
1,0.14814814814814814,0.35443037974683544,0.4657534246575342,0.4782608695652174,0.8461538461538461,1.2692307692307692,1,1,1,1,1,0,3,3,0,0,1,1,0,0,0,0,-0.8461538461538461,-0.19230769230769232,-0.4230769230769231,-0.2692307692307692,-5.0,0.0,1.0
1,0.6790123456790124,0.3037974683544304,0.2876712328767123,0.6231884057971014,2.269230769230769,0.8076923076923077,3,3,0,3,1,0,1,1,0,0,0,0,0,0,0,0,1.3076923076923077,-0.7307692307692307,1.4615384615384617,0.3461538461538461,-17.0,0.0,1.0
1,0.3333333333333333,0.5949367088607594,0.4794520547945205,0.4057971014492754,1.0384615384615383,1.7307692307692308,0,3,1,3,3,1,3,3,0,0,0,0,1,0,0,0,-0.3076923076923077,0.7307692307692307,-0.6923076923076923,-0.07692307692307693,15.0,0.0,1.0
0,0.2839506172839506,0.3291139240506329,0.4657534246575342,0.6231884057971014,0.8846153846153846,0.8461538461538461,3,0,1,1,3,1,1,1,0,0,1,0,0,0,1,0,-0.4230769230769231,-0.6538461538461539,0.038461538461538464,0.038461538461538464,1.0,1.0,0.0
0,0.6296296296296297,0.3924050632911392,0.3424657534246575,0.5362318840579711,2.0,1.2307692307692308,3,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1.0,-0.2307692307692308,0.7692307692307693,0.038461538461538464,-13.0,1.0,0.0
1,0.2716049382716049,0.3037974683544304,0.4931506849315068,0.4927536231884058,0.9230769230769232,1.0,1,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,-0.5384615384615384,-0.38461538461538464,-0.07692307692307693,-0.15384615384615385,-5.0,0.0,1.0
0,0.34567901234567894,0.5443037974683544,0.4520547945205479,0.3478260869565217,1.3076923076923077,1.807692307692308,1,0,3,1,3,0,3,3,0,0,0,0,0,0,0,0,-0.19230769230769232,0.7307692307692307,-0.5,-0.19230769230769232,16.0,1.0,0.0
1,0.382716049382716,0.27848101265822783,0.4794520547945205,0.5797101449275363,1.0384615384615383,0.6538461538461539,1,0,3,0,1,1,1,1,0,0,0,0,0,0,0,0,-0.15384615384615385,-0.6923076923076923,0.38461538461538464,0.1153846153846154,-10.0,0.0,1.0
